資料集名稱,主題分類,資料集描述,主要欄位說明
臺北市街頭隨機搶奪案件點位資訊,治安,臺北市107年1月-115年2月份街頭隨機搶奪案件點位資訊,編號、案類、發生日期、發生時段、發生地點、備註
臺北市政府警察局治安顧慮人口數量統計表,治安,臺北市政府警察局111年迄今治安顧慮人口數量統計表,年度及月份、總數、妨害自由罪總數、妨害性自主罪總數、受毒品戒治人罪總數、放火罪總數、毒品犯罪總數、恐嚇取財罪總數、強盜罪總數、殺人罪總數、組織犯罪總數、詐欺罪總數、搶奪罪總數、槍砲彈藥罪總數、擄人勒贖罪總數、竊盜罪總數
臺北市政府勞動局違反勞工退休金條例事業單位及事業主公布總表,勞動,臺北市政府勞動局違反勞工退休金條例事業單位及代表人公布總表,公告日期、處分日期、處分字號、事業單位名稱/自然人姓名、事業單位代表人、違反勞工退休金條例條款、違反法規內容、罰鍰金額、備註
臺北市可執行通訊心理諮商之心理機構,醫療,臺北市可執行通訊心理諮商業務之心理治療所、諮商所及基金會。,序號、機構類型、行政區、機構名稱、地址、電話、分機、手機
臺北市AED自動體外心臟去顫器設置地點,醫療,北市AED自動體外心臟去顫器放置地點,縣市別代碼、場所名稱、場所地址、行政區域代碼、緯度、經度、場所分類、場所類型、AED放置地點、AED地點描述
臺北市居家護理所,醫療,臺北市居家護理機構。,序號、縣市別代碼、機構名稱、地址、電話
臺北市精神科診所,醫療,臺北市精神科診所。,序號、行政區域代碼、診所名稱、地址、電話
臺北市流感疫苗合約醫療院所(成人),醫療,"臺北市流感疫苗合約醫療院所名冊(成人)
",序號、行政區域代碼、院所名稱、地址、電話
臺北市藥物檢查暨查獲違法情形,醫療,臺北市藥物檢查暨查獲違法情形。,年度、月、藥物檢查家次數、不法藥品查獲數、不良醫療器材及不法醫療器材查獲數、藥品標示稽查數、醫療器材標示稽查數、非正規場所不法藥物、非正規場所酒精藥品
臺北市孔洞檢測清單,交通,台北新工處_道路孔洞檢測清單,項次、年度、孔洞代碼、縣市別、行政區、路名、緯度、經度、孔洞位置（M）、孔洞長度（M）、孔洞寬度（M）、危險程度、檢測日期、提送日期、鑽心日期、鑽心結果、開挖日期、開挖結果
臺北市立動物園_行事曆,觀光,本資料集提供臺北市立動物園之園區活動行事曆，包含文字簡介、圖片、網站連結及座標等資訊。(本資料集開放授權應用內容僅限文字範圍，圖片、聲音及影片等多媒體資訊不在開放授權範圍),類別、標題、摘要說明、簡介、起始日期、結束日期、時間、地點、WGS84座標系統(WKT格式)、上架日期、下架日期、關鍵字、圖片說明、圖片URL、網頁URL位址、地標、資料更新日期
臺北市環境檢驗樣品分類統計,統計,臺北市政府環保局環境檢驗樣品分類統計表 ,年、月、統計類別、固定污染源數值、移動污染源數值、周界空氣數值、事業廢水數值、地面水體數值、地下水及山泉水數值、飲用水數值、廢棄物數值、毒性及關注化學物質數值、環境用藥數值、噪音振動數值、土壤數值、其他數值
臺北市精神科醫療機構,醫療,有關臺北市精神科醫療機構資料。,序號、機構名稱、郵遞區號、地址、電話
臺北市公私立醫院診療科別,醫療,臺北市公私立醫院診療科別。,機構名稱、地址、電話、家庭醫學科門診、內科門診、外科門診、整形外科門診、兒科門診、婦產科門診、骨科門診、泌尿科門診、耳鼻喉科、眼科、皮膚科、精神科、神經科、神經外科、復健科、麻醉科、放射診斷科、放射腫瘤科、解剖病理科、臨床病理科、核子醫學科、急診醫學科、職業醫學科、西醫一般科、牙髓病科、牙周病科、齒顎矯正科、兒童牙科、口腔顎面外科、口腔病理科、復補綴牙科、家庭牙醫科、牙體復形科、特殊需求者口腔醫學科、牙醫一般科、中醫一般科
臺北市公私立醫院血液透析資源,醫療,有關臺北市公私立醫院血液透析資源資料。,項次、機構名稱、行政區域代碼、地址、電話
臺北市公私立醫院呼吸照護資源,醫療,有關臺北市公私立醫院呼吸照護資源資料。,序號、行政區域代碼、機構名稱、地址、電話
臺北市公園無障礙出入口點位,資訊,臺北市政府工務局公園路燈工程管理處所轄公園無障礙出入口點位資料,ID、行政區、公園名稱、無障礙出入口名稱、TW97座標X、TW97座標Y、人行道寬度(最小淨寬，公尺)、坡度(%)
臺北市污水下水道新建改善工程統計,統計,臺北市污水下水道新建改善工程統計月報(CSV),工程名稱、預算年度、工程費新臺幣千元、開工年月、預定完工年月、預定進度百分比、實際進度百分比
臺北市公共管線圖資_一般電信系統管線,工務,提供臺北市一般電信系統管線圖資，其圖資僅供參考，確切圖資仍請洽詢相關管線機構；配合資料大小切割為4個檔案，如需應用請全部下載。,geometry、類別碼、識別碼、起點編號、終點編號、管理單位、作業區分、設置日期、管線編號、尺寸單位、管徑寬度、管徑高度、涵管條數、管線材料、起點埋設深度、終點埋設深度、管線長度、管線型態、使用狀態、資料狀態、備註
臺北市公共管線圖資_一般電信系統人手孔,工務,提供臺北市一般電信系統人手孔圖資，其圖資僅供參考，確切圖資仍請洽詢相關管線機構。,geometry、類別碼、識別碼、管理單位、作業區分、設置日期、人手孔編號、孔蓋種類、尺寸單位、蓋部寬度、蓋部長度、閘門名稱、地盤高、孔深、孔蓋型態、使用狀態、資料狀態、內容物、備註
臺北市公共管線圖資_一般電信系統電桿,工務,提供臺北市一般電信系統電桿圖資，其圖資僅供參考，確切圖資仍請洽詢相關管線機構。,geometry、類別碼、識別碼、管理單位、作業區分、設置日期、電桿編號、長度、材質、使用狀態、資料狀態、備註
臺北市公共管線圖資_一般電信系統其他設施,工務,提供臺北市一般電信系統其他設施圖資，其圖資僅供參考，確切圖資仍請洽詢相關管線機構。,geometry、類別碼、識別碼、管理單位、作業區分、設置日期、設施編號、設施名稱、設施長度、設施寬度、設施高度、設施型態、使用狀態、資料狀態、備註
臺北市公共管線圖資_警訊系統管線,工務,提供臺北市警訊系統管線圖資，其圖資僅供參考，確切圖資仍請洽詢相關管線機構。,geometry、類別碼、識別碼、起點編號、終點編號、管理單位、作業區分、設置日期、管線編號、尺寸單位、管徑寬度、管徑高度、涵管條數、管線材料、起點埋設深度、終點埋設深度、管線長度、管線型態、使用狀態、資料狀態、備註
臺北市公共管線圖資_警訊系統人手孔,工務,提供臺北市警訊系統人手孔圖資，其圖資僅供參考，確切圖資仍請洽詢相關管線機構。,geometry、類別碼、識別碼、管理單位、作業區分、設置日期、人手孔編號、孔蓋種類、尺寸單位、蓋部寬度、蓋部長度、閘門名稱、地盤高、孔深、孔蓋型態、使用狀態、資料狀態、內容物、備註
臺北市公共管線圖資_警訊系統電桿,工務,提供臺北市警訊系統電桿圖資，其圖資僅供參考，確切圖資仍請洽詢相關管線機構。,geometry、類別碼、識別碼、管理單位、作業區分、設置日期、電桿編號、長度、材質、使用狀態、資料狀態、備註
臺北市公共管線圖資_警訊系統其他設施,工務,提供臺北市警訊系統其他設施圖資，其圖資僅供參考，確切圖資仍請洽詢相關管線機構。,geometry、類別碼、識別碼、管理單位、作業區分、設置日期、設施編號、設施名稱、設施長度、設施寬度、設施高度、設施型態、使用狀態、資料狀態、備註
臺北市公共管線圖資_有線電視系統管線,工務,提供臺北市有線電視系統管線圖資，其圖資僅供參考，確切圖資仍請洽詢相關管線機構。,geometry、類別碼、識別碼、起點編號、終點編號、管理單位、作業區分、設置日期、管線編號、尺寸單位、管徑寬度、管徑高度、涵管條數、管線材料、起點埋設深度、終點埋設深度、管線長度、管線型態、使用狀態、資料狀態、備註
臺北市公共管線圖資_有線電視系統人手孔,工務,提供臺北市有線電視系統人手孔圖資，其圖資僅供參考，確切圖資仍請洽詢相關管線機構。,geometry、類別碼、識別碼、管理單位、作業區分、設置日期、人手孔編號、孔蓋種類、尺寸單位、蓋部寬度、蓋部長度、閘門名稱、地盤高、孔深、孔蓋型態、使用狀態、資料狀態、內容物、備註
臺北市公共管線圖資_有線電視系統其他設施,工務,提供臺北市有線電視系統其他設施圖資，其圖資僅供參考，確切圖資仍請洽詢相關管線機構。,geometry、類別碼、識別碼、管理單位、作業區分、設置日期、設施編號、設施名稱、設施長度、設施寬度、設施高度、設施型態、使用狀態、資料狀態、備註
臺北市公共管線圖資_交通號誌系統管線,工務,提供臺北市交通號誌系統管線圖資，其圖資僅供參考，確切圖資仍請洽詢相關管線機構。,geometry、類別碼、識別碼、起點編號、終點編號、管理單位、作業區分、設置日期、管線編號、尺寸單位、管徑寬度、管徑高度、涵管條數、管線材料、起點埋設深度、終點埋設深度、管線長度、管線型態、使用狀態、資料狀態、備註
臺北市公共管線圖資_交通號誌系統電桿,工務,提供臺北市交通號誌系統電桿圖資，其圖資僅供參考，確切圖資仍請洽詢相關管線機構。,geometry、類別碼、識別碼、管理單位、作業區分、設置日期、電桿編號、長度、材質、使用狀態、資料狀態、備註
臺北市公共管線圖資_交通號誌系統號誌,工務,"提供臺北市交通號誌系統號誌圖資，其圖資僅供參考，確切圖資仍請洽詢相關管線機構。
",geometry、類別碼、識別碼、管理單位、作業區分、設置日期、號誌編號、號誌種類、號誌架設方式、長度、使用狀態、資料狀態、備註
臺北市公共管線圖資_交通號誌系統其他設施,工務,提供臺北市交通號誌系統其他設施圖資，其圖資僅供參考，確切圖資仍請洽詢相關管線機構。,geometry、類別碼、識別碼、管理單位、作業區分、設置日期、設施編號、設施名稱、設施長度、設施寬度、設施高度、設施型態、使用狀態、資料狀態、備註
臺北市公共管線圖資_廣播系統管線,工務,提供臺北市廣播系統管線圖資，其圖資僅供參考，確切圖資仍請洽詢相關管線機構。,geometry、類別碼、識別碼、起點編號、終點編號、管理單位、作業區分、設置日期、管線編號、尺寸單位、管徑寬度、管徑高度、涵管條數、管線材料、起點埋設深度、終點埋設深度、管線長度、管線型態、使用狀態、資料狀態、備註
臺北市公共管線圖資_廣播系統其他設施,工務,提供臺北市廣播系統其他設施圖資，其圖資僅供參考，確切圖資仍請洽詢相關管線機構。,geometry、類別碼、識別碼、管理單位、作業區分、設置日期、設施編號、設施名稱、設施長度、設施寬度、設施高度、設施型態、使用狀態、資料狀態、備註
